field_id,subset,phenotype_description,type
5984,average,"ECG, load",continuous
5985,average,Bicycle speed,continuous
6014,1,Doctor restricts physical activity due to heart condition,binary
6015,1,Chest pain felt during physical activity,binary
6016,1,Chest pain felt outside physical activity,binary
6017,1,Able to walk or cycle unaided for 10 minutes,binary
6020,1,Completion status of test,binary
6032,,Maximum workload during fitness test,continuous
6033,,Maximum heart rate during fitness test,continuous
6034,1,Target heart rate achieved,binary
100001,,Food weight,continuous
100002,,Energy,continuous
100003,,Protein,continuous
100004,,Fat,continuous
100005,,Carbohydrate,continuous
100006,,Saturated fat,continuous
100007,,Polyunsaturated fat,continuous
100008,,Total sugars,continuous
100009,,Englyst dietary fibre,continuous
100011,,Iron,continuous
100012,,Vitamin B6,continuous
100013,,Vitamin B12,continuous
100015,,Vitamin C,continuous
100016,,Potassium,continuous
100017,,Magnesium,continuous
100018,,Retinol,continuous
100019,,Carotene,continuous
100021,,Vitamin D,continuous
100022,,Alcohol,continuous
100023,,Starch,continuous
100024,,Calcium,continuous
100025,,Vitamin E,continuous
1797,1,Father still alive,binary
1835,1,Mother still alive,binary
1845,,Mother's age,continuous
1873,,Number of full brothers,continuous
1883,,Number of full sisters,continuous
2946,,Father's age,continuous
3526,,Mother's age at death,continuous
3912,1,Adopted father still alive,binary
3942,1,Adopted mother still alive,binary
3972,,Number of adopted brothers,continuous
3982,,Number of adopted sisters,continuous
4501,1,Non-accidental death in close genetic family,binary
5057,,Number of older siblings,continuous
20107,13,Illnesses of father: Prostate cancer,binary
20107,12,Illnesses of father: Severe depression,binary
20107,11,Illnesses of father: Parkinson's disease,binary
20107,10,Illnesses of father: Alzheimer's disease/dementia,binary
20107,9,Illnesses of father: Diabetes,binary
20107,8,Illnesses of father: High blood pressure,binary
20107,6,Illnesses of father: Chronic bronchitis/emphysema,binary
20107,5,Illnesses of father: Breast cancer,binary
20107,4,Illnesses of father: Bowel cancer,binary
20107,3,Illnesses of father: Lung cancer,binary
20107,2,Illnesses of father: Stroke,binary
20107,1,Illnesses of father: Heart disease,binary
20110,13,Illnesses of mother: Prostate cancer,binary
20110,12,Illnesses of mother: Severe depression,binary
20110,11,Illnesses of mother: Parkinson's disease,binary
20110,10,Illnesses of mother: Alzheimer's disease/dementia,binary
20110,9,Illnesses of mother: Diabetes,binary
20110,8,Illnesses of mother: High blood pressure,binary
20110,6,Illnesses of mother: Chronic bronchitis/emphysema,binary
20110,5,Illnesses of mother: Breast cancer,binary
20110,4,Illnesses of mother: Bowel cancer,binary
20110,3,Illnesses of mother: Lung cancer,binary
20110,2,Illnesses of mother: Stroke,binary
20110,1,Illnesses of mother: Heart disease,binary
20111,13,Illnesses of siblings: Prostate cancer,binary
20111,12,Illnesses of siblings: Severe depression,binary
20111,11,Illnesses of siblings: Parkinson's disease,binary
20111,10,Illnesses of siblings: Alzheimer's disease/dementia,binary
20111,9,Illnesses of siblings: Diabetes,binary
20111,8,Illnesses of siblings: High blood pressure,binary
20111,6,Illnesses of siblings: Chronic bronchitis/emphysema,binary
20111,5,Illnesses of siblings: Breast cancer,binary
20111,4,Illnesses of siblings: Bowel cancer,binary
20111,3,Illnesses of siblings: Lung cancer,binary
20111,2,Illnesses of siblings: Stroke,binary
20111,1,Illnesses of siblings: Heart disease,binary
20112,13,Illnesses of adopted father: Prostate cancer,binary
20112,12,Illnesses of adopted father: Severe depression,binary
20112,11,Illnesses of adopted father: Parkinson's disease,binary
20112,10,Illnesses of adopted father: Alzheimer's disease/dementia,binary
20112,9,Illnesses of adopted father: Diabetes,binary
20112,8,Illnesses of adopted father: High blood pressure,binary
20112,6,Illnesses of adopted father: Chronic bronchitis/emphysema,binary
20112,5,Illnesses of adopted father: Breast cancer,binary
20112,4,Illnesses of adopted father: Bowel cancer,binary
20112,3,Illnesses of adopted father: Lung cancer,binary
20112,2,Illnesses of adopted father: Stroke,binary
20112,1,Illnesses of adopted father: Heart disease,binary
20113,13,Illnesses of adopted mother: Prostate cancer,binary
20113,12,Illnesses of adopted mother: Severe depression,binary
20113,11,Illnesses of adopted mother: Parkinson's disease,binary
20113,10,Illnesses of adopted mother: Alzheimer's disease/dementia,binary
20113,9,Illnesses of adopted mother: Diabetes,binary
20113,8,Illnesses of adopted mother: High blood pressure,binary
20113,6,Illnesses of adopted mother: Chronic bronchitis/emphysema,binary
20113,5,Illnesses of adopted mother: Breast cancer,binary
20113,4,Illnesses of adopted mother: Bowel cancer,binary
20113,3,Illnesses of adopted mother: Lung cancer,binary
20113,2,Illnesses of adopted mother: Stroke,binary
20113,1,Illnesses of adopted mother: Heart disease,binary
20114,13,Illnesses of adopted siblings: Prostate cancer,binary
20114,12,Illnesses of adopted siblings: Severe depression,binary
20114,11,Illnesses of adopted siblings: Parkinson's disease,binary
20114,10,Illnesses of adopted siblings: Alzheimer's disease/dementia,binary
20114,9,Illnesses of adopted siblings: Diabetes,binary
20114,8,Illnesses of adopted siblings: High blood pressure,binary
20114,6,Illnesses of adopted siblings: Chronic bronchitis/emphysema,binary
20114,5,Illnesses of adopted siblings: Breast cancer,binary
20114,4,Illnesses of adopted siblings: Bowel cancer,binary
20114,3,Illnesses of adopted siblings: Lung cancer,binary
20114,2,Illnesses of adopted siblings: Stroke,binary
20114,1,Illnesses of adopted siblings: Heart disease,binary
20191,,Fluid intelligence score,continuous
103990,1,Vegetable consumers,binary
2188,1,"Long-standing illness, disability or infirmity",binary
100240,1,Coffee consumed,binary
100390,1,Tea consumed,binary
20493,1,Severity of problems due to mania or irritability,binary
20501,1,Ever had period of mania / excitability,binary
20502,1,Ever had period extreme irritability,binary
103000,1,Meat consumers,binary
134,1,Number of self-reported cancers,binary
135,,Number of self-reported non-cancer illnesses,continuous
2453,1,Cancer diagnosed by doctor,binary
2463,1,Fractured/broken bones in last 5 years,binary
2473,1,Other serious medical condition/disability diagnosed by doctor,binary
2966,,Age high blood pressure diagnosed,continuous
2976,,Age diabetes diagnosed,continuous
3005,1,Fracture resulting from simple fall,binary
3140,1,Pregnant,binary
3761,,"Age hay fever, rhinitis or eczema diagnosed",continuous
3786,,Age asthma diagnosed,continuous
3992,,Age emphysema/chronic bronchitis diagnosed,continuous
4041,1,Gestational diabetes only,binary
20001,1003,Self-reported cancer: lung cancer,binary
20001,1007,Self-reported cancer: breast cancer,binary
20001,1010,Self-reported cancer: skin cancer,binary
20001,1012,Self-reported cancer: cancer of lip/mouth/pharynx/oral cavity,binary
20001,1013,Self-reported cancer: salivary gland cancer,binary
20001,1014,Self-reported cancer: larynx/throat cancer,binary
20001,1015,Self-reported cancer: nasal cavity cancer,binary
20001,1016,Self-reported cancer: ear cancer,binary
20001,1017,Self-reported cancer: sinus cancer,binary
20001,1018,Self-reported cancer: lip cancer,binary
20001,1019,Self-reported cancer: tongue cancer,binary
20001,1020,Self-reported cancer: gum cancer,binary
20001,1023,Self-reported cancer: parotid gland cancer,binary
20001,1024,Self-reported cancer: other salivary gland cancer,binary
20001,1025,Self-reported cancer: oesophageal cancer,binary
20001,1026,Self-reported cancer: stomach cancer,binary
20001,1027,Self-reported cancer: small intestine/small bowel cancer,binary
20001,1028,Self-reported cancer: large bowel cancer/colorectal cancer,binary
20001,1029,Self-reported cancer: anal cancer,binary
20001,1030,Self-reported cancer: colon cancer/sigmoid cancer,binary
20001,1031,Self-reported cancer: rectal cancer,binary
20001,1032,Self-reported cancer: liver/hepatocellular cancer,binary
20001,1033,Self-reported cancer: gallbladder/bile duct cancer,binary
20001,1034,Self-reported cancer: pancreas cancer,binary
20001,1035,Self-reported cancer: small cell lung cancer,binary
20001,1036,Self-reported cancer: non-small cell lung cancer,binary
20001,1037,Self-reported cancer: peripheral nerve/autonomic nerve cancer,binary
20001,1038,Self-reported cancer: eye and/or adnexal cancer,binary
20001,1039,Self-reported cancer: meningeal cancer / malignant meningioma,binary
20001,1040,Self-reported cancer: brain cancer / primary malignant brain tumour,binary
20001,1041,Self-reported cancer: spinal cord or cranial nerve cancer,binary
20001,1042,Self-reported cancer: kidney/renal cell cancer,binary
20001,1043,Self-reported cancer: bladder cancer,binary
20001,1044,Self-reported cancer: other cancer of urinary tract,binary
20001,1045,Self-reported cancer: female genital tract cancer,binary
20001,1046,Self-reported cancer: male genital tract cancer,binary
20001,1047,Self-reported cancer: ovarian cancer,binary
20001,1048,Self-reported cancer: uterine/endometrial cancer,binary
20001,1049,Self-reported cancer: cervical cancer,binary
20001,1050,Self-reported cancer: vaginal cancer,binary
20001,1051,Self-reported cancer: vulval cancer,binary
20001,1052,Self-reported cancer: prostate cancer,binary
20001,1053,Self-reported cancer: testicular cancer,binary
20001,1054,Self-reported cancer: penis cancer,binary
20001,1055,Self-reported cancer: lymphoma,binary
20001,1056,Self-reported cancer: leukaemia,binary
20001,1058,Self-reported cancer: multiple myeloma,binary
20001,1059,Self-reported cancer: myelofibrosis or myelodysplasia,binary
20001,1060,Self-reported cancer: hodgkins lymphoma / hodgkins disease,binary
20001,1061,Self-reported cancer: non-hodgkins lymphoma,binary
20001,1063,Self-reported cancer: chronic lymphocytic,binary
20001,1064,Self-reported cancer: chronic myeloid,binary
20001,1066,Self-reported cancer: other haematological malignancy,binary
20001,1067,Self-reported cancer: malignant melanoma,binary
20001,1068,Self-reported cancer: non-melanoma skin cancer,binary
20001,1069,Self-reported cancer: basal cell carcinoma,binary
20001,1070,Self-reported cancer: squamous cell carcinoma,binary
20001,1071,Self-reported cancer: primary bone cancer,binary
20001,1072,Self-reported cancer: mesothelioma,binary
20001,1073,Self-reported cancer: thyroid cancer,binary
20001,1074,Self-reported cancer: parathyroid cancer,binary
20001,1075,Self-reported cancer: adrenal cancer,binary
20001,1076,Self-reported cancer: sarcoma/fibrosarcoma,binary
20001,1078,"Self-reported cancer: malignant lymph node, unspecified",binary
20001,1079,Self-reported cancer: metastatic cancer (unknown primary),binary
20001,1080,Self-reported cancer: cin/pre-cancer cells cervix,binary
20001,1081,Self-reported cancer: rodent ulcer,binary
20001,1082,Self-reported cancer: acute myeloid leukaemia,binary
20001,1083,Self-reported cancer: retinoblastoma,binary
20001,1084,Self-reported cancer: kaposis sarcoma,binary
20001,1087,Self-reported cancer: mouth cancer,binary
20001,1088,Self-reported cancer: tonsil cancer,binary
20001,1089,Self-reported cancer: oropharynx / oropharyngeal cancer,binary
20001,1091,Self-reported cancer: trachea cancer,binary
20001,1092,Self-reported cancer: thymus cancer / malignant thymoma,binary
20001,1093,Self-reported cancer: heart / mediastinum cancer,binary
20001,1095,Self-reported cancer: respiratory / intrathoracic cancer,binary
20001,1097,Self-reported cancer: bone metastases / bony secondaries,binary
20001,1098,Self-reported cancer: appendix cancer,binary
20001,1099,Self-reported cancer: fallopian tube cancer,binary
20001,1100,Self-reported cancer: malignant insulinoma,binary
20002,1081,Self-reported illness: hypertension,binary
20002,1082,Self-reported illness: heart/cardiac problem,binary
20002,1084,Self-reported illness: peripheral vascular disease,binary
20002,1085,Self-reported illness: venous thromboembolic disease,binary
20002,1089,Self-reported illness: essential hypertension,binary
20002,1090,Self-reported illness: gestational hypertension/pre-eclampsia,binary
20002,1091,Self-reported illness: angina,binary
20002,1092,Self-reported illness: heart attack/myocardial infarction,binary
20002,1093,Self-reported illness: heart failure/pulmonary odema,binary
20002,1094,Self-reported illness: heart arrhythmia,binary
20002,1095,Self-reported illness: heart valve problem/heart murmur,binary
20002,1096,Self-reported illness: cardiomyopathy,binary
20002,1097,Self-reported illness: pericardial problem,binary
20002,1098,Self-reported illness: stroke,binary
20002,1099,Self-reported illness: transient ischaemic attack (tia),binary
20002,1100,Self-reported illness: subdural haemorrhage/haematoma,binary
20002,1103,Self-reported illness: subarachnoid haemorrhage,binary
20002,1104,Self-reported illness: leg claudication/ intermittent claudication,binary
20002,1105,Self-reported illness: arterial embolism,binary
20002,1111,Self-reported illness: pulmonary embolism +/- dvt,binary
20002,1112,Self-reported illness: deep venous thrombosis (dvt),binary
20002,1130,Self-reported illness: asthma,binary
20002,1131,Self-reported illness: chronic obstructive airways disease/copd,binary
20002,1132,Self-reported illness: emphysema/chronic bronchitis,binary
20002,1133,Self-reported illness: bronchiectasis,binary
20002,1134,Self-reported illness: interstitial lung disease,binary
20002,1136,Self-reported illness: other respiratory problems,binary
20002,1139,Self-reported illness: asbestosis,binary
20002,1140,Self-reported illness: pulmonary fibrosis,binary
20002,1141,Self-reported illness: fibrosing alveolitis/unspecified alveolitis,binary
20002,1142,Self-reported illness: sleep apnoea,binary
20002,1143,Self-reported illness: respiratory failure,binary
20002,1144,Self-reported illness: pleurisy,binary
20002,1145,Self-reported illness: spontaneous pneumothorax/recurrent pneumothorax,binary
20002,1153,Self-reported illness: oesophageal disorder,binary
